subject_id,q6newyork,q6a1,q6a2,q6a3_1,q6a3_2,q6a3_3,q6a3_4,q6a3_5,q6a3_6,q6a3_7,q6a3_8,q6a4_1,q6a4_2,q6a4_3,q6a4_4,q6a4_5,q6a4_6,q6a4_7,q6a4_8,q6a4_9,q6a4_10,q6a4_11,q6a5,q6a6,q6a7,q6a7x,q6a14,q6a8,q6a9,q6a10,q6a11,q6a12,q6b1,q6b1_other,q6b1_otherx,q6b1_a1,q6b1_a2,q6b1_a3,q6b1_a4,q6b1_a5,q6b1_a6,q6b1_a7,q6b1_a8,q6b1_a9,q6b1_a10,q6b1_a11,q6b1_a12,q6b1_a13,q6b1_a14,q6b1_a15,q6b1a15_other,q6b1a15_otherx,q6b1_b,q6b2,q6b3,q6b4,q6b5_1,q6b5_2,q6b5_3,q6b5_4,q6b5_5,q6b5_6,q6b5_7,q6b5_8,q6b5_9,q6b5_10,q6b5_11,q6b6,q6b7,q6b7x,q6b8,q6b8x,q6b9,q6b9x,q6b10_1,q6b10_1x,q6b10_2,q6b10_2x,q6b11,q6b12,q6b13,q6b14,q6b15,q6b16,q6b16_weeklyx,q6b16_monthlyx,q6b16_yearlyx,q6b16_hourlyx,q6b17_1,q6b17_2,q6b17_3,q6b17_4,q6b17_5,q6b18_1,q6b18_2,q6b18_3,q6b18_4,q6b18_5,q6b18_6,q6b18_7,q6b18_7x,q6b19,q6b19x,q6b20,q6c1,q6c2a,q6c2ax,q6c2b,q6c2bx,q6c2c,q6c2cx,q6c2d,q6c2dx,q6c2e,q6c3_1,q6c3_2,q6c3_3,q6c3_4,q6c3_5,q6c3_6,q6c3_7,q6c3_8,q6c3_9,q6c3_11,q6c3_10,q6c3_10_other,q6c3_10_otherx,q6c4_1,q6c4_2,q6c4_3,q6c4_4,q6c4_5,q6c4_6,q6c4_7,q6c4_8,q6c4_9,q6c4_10,q6c4_11,q6c4_12,q6c4_13,q6c4_13_other,q6c4_13_otherx,q6d1,q6d2_1,q6d2_2,q6d2_3,q6d2_4,q6d2_5,q6d2_6,q6d2_7,q6d2_8,q6d2_9,q6d2_9_other,q6d2_9_otherx,q6e1,q6e1x,q6e2,q6e2x,q6e3_1,q6e3_2,q6e3_3,q6e3_4,q6e3_5,q6e3_6,q6e3_7,q6e3_8,q6e3_9,q6e3_10,q6e3_11,q6weight_p,q6weight_pu
1704,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,1,1,Sick child,2,2,0,0,0,3,1,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,1,1,38,1,Administrative assistant ,1,Health care ,1,August,1,2013,0,2,0,2,1,4,,,,27,1,1,1,1,0,1,0,0,0,0,0,0,,1,75,3,1,1,2,1,2,1,0,1,1,0,,,,,,,,,,,,,,0,0,1,0,1,1,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1043.475632,3130
1705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1706,1,3,0,1,0,0,0,1,1,,,0,0,0,0,1,0,0,0,0,0,0,,0,,,4,3,0,0,0,2,1,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,1,1,40,1,factory,1,factory ,97,,1,2013,1,3,1,2,1,4,,,,11,1,1,1,0,0,0,0,0,0,1,0,0,,1,20,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,6250.185671,6249
1707,1,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,,,2,2,0,1,0,2,4,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,3,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,1,2,1,0,1,52,0,,,,,,,,,,,,,,0,1,1,0,1,1,0,0,0,0,1,0,0,,,1,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,10100.71077,15149
1708,1,3,0,0,0,0,1,0,1,,,0,0,0,0,1,0,1,0,0,0,0,,0,,,1,1,0,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,0,0,0,1,1,35,1,Budget Analyst,1,NYC Government ,1,September,1,1990,1,3,1,2,1,3,,,50000,,1,1,1,1,0,0,0,0,0,1,0,0,,1,30,2,1,1,5,1,10,1,0,1,5,0,,,,,,,,,,,,,,1,1,1,1,1,1,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2078.950173,1559
1709,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,2,3,0,0,0,3,6,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,1,36,1,90,3,5,5,6,6,5,6,6,0,0,6,2568.350246,7704
1710,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,1,2,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,42.5,1,Teacher,1,Education,1,August,1,1999,1,3,0,2,1,3,,,78000,,1,1,1,1,0,1,0,0,0,0,0,0,,1,140,2,1,1,10,1,10,1,2,1,12,0,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,1,1,NYC Aspiring Principals program,,,,,,,,,,,,,,,,2258.974723,6776
1711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1712,1,3,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,2,3,0,0,0,3,4,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,,1,0,0,0,0,1,1,1,1,0,0,0,0,97,,1,Dish washer,1,Resturant,1,May,1,2014,0,2,0,2,1,97,,,,,1,0,0,0,0,0,0,0,0,1,0,0,,1,45,2,1,1,3,1,2,1,0,1,52,0,,,,,,,,,,,,,,1,0,0,0,1,1,1,1,0,0,1,0,0,,,1,1,1,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,16242.54833,24360
1713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1714,1,3,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,,1,97,,3,2,0,1,1,2,4,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,3,1,,1,0,0,1,1,1,1,1,1,1,1,0,1,1,19,1,Cashier ,1,Models sporting goods,1,February,1,2014,0,4,1,1,3,97,,,,,0,0,0,0,1,0,1,0,0,1,0,0,,1,30,2,1,1,6,1,4,1,0,1,52,0,,,,,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,15636.1323,11726
1715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1718,1,1,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,1,3,0,0,0,3,2,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,1,1,1,1,1,0,0,0,1,1,40,1,editor,1,book publishing,1,September,1,1980,0,2,1,2,3,97,,,,,0,0,0,0,1,0,0,0,0,0,0,1,Work From Home,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,5633.434898,8449
1719,1,3,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,3,3,0,0,0,3,8,,,,,,,,,,,,,,,,,,,,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,1,50,1,75,3,0,0,6,6,2,4,4,2,3,5,1574.548054,4723
1720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1721,1,3,0,0,0,0,0,1,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,1,3,0,0,0,3,8,,,,,,,,,,,,,,,,,,,,1,1,,1,1,1,1,1,1,1,0,0,0,0,0,1,1,5,1,Marketing condultant,1,Media ,1,June,1,2008,0,4,0,1,1,3,,,50000,,0,0,0,0,1,0,0,0,0,0,0,1,Work From Home,1,0,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1844.584879,5533
1722,1,3,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,3,3,0,0,0,3,8,,,,,,,,,,,,,,,,,,,,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,1,younger,1,as old as possible ,4,3,0,0,5,5,6,6,2,4,4,6130.169304,18388
1723,1,1,0,0,0,0,0,0,0,,,0,0,0,0,1,0,1,0,0,0,0,,0,,,5,2,0,0,0,1,9,1,Unemployed,,,,,,,,,,,,,,,,,,,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,1,70,98,,6,6,5,6,6,6,6,3,0,6,6,13579.51851,20366
1724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1725,1,3,0,0,0,0,1,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,4,1,0,0,1,2,4,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,No recent job experience.Gap in my resume,3,1,,1,0,1,0,0,0,0,0,0,0,0,0,0,97,,1,Social Work,1,Non profit,1,February,1,2014,0,1,0,1,3,97,,,,,0,0,0,0,1,0,0,0,0,1,0,0,,1,30,5,1,1,15,1,5,1,1,1,26,0,,,,,,,,,,,,,,1,0,0,1,0,1,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1125.820195,1688
1726,1,2,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,4,3,0,0,0,3,8,,,,,,,,,,,,,,,,,,,,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,1,75,1,100,6,2,4,2,6,6,6,4,2,0,6,4377.263594,6565
1727,1,3,0,0,0,0,0,1,1,,,1,1,1,1,1,1,1,1,1,1,1,0,0,,,1,3,0,0,0,3,2,,,,,,,,,,,,,,,,,,,,,,,3,0,0,0,0,0,0,1,1,0,0,0,1,1,40,1,Macy's ,97,,1,February,1,2014,0,3,1,1,2,97,,,,,0,0,0,0,1,1,1,0,1,0,0,0,,1,29,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,13983.24023,20972
1728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1729,1,1,0,0,0,0,0,0,0,,,1,1,0,0,0,0,0,0,0,1,0,1,0,,,2,2,0,0,0,2,1,,,,,,,,,,,,,,,,,,,,,,,3,1,1,1,1,1,1,1,1,0,0,0,2,1,50,1,Office Assistant,1,Airline,1,May,1,2014,0,4,0,1,2,4,,,,10,1,1,1,1,0,0,0,0,0,1,0,0,,1,180,1,1,1,6,1,6,1,1,1,3,0,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,1,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,12022.30615,18031
1730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732,1,3,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,3,1,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,0,1,1,25,1,Sales Consultant,1,Best Buy consumer electronics,1,October,1,2013,0,2,1,2,3,4,,,,9.25,0,0,0,0,1,0,0,0,0,1,0,0,,1,57,3,1,1,5,1,7,1,3,1,6,0,,,,,,,,,,,,,,1,0,1,0,0,1,0,0,0,0,0,0,0,,,1,0,0,0,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,3822.854656,5734
1733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1735,1,3,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,5,3,0,0,0,3,5,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,1,60,1,100,6,6,6,5,3,4,4,6,1,1,4,1592.883888,4778
1736,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,my son switched to a new school -- it's going good,2,2,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,1,1,37,1,supervisor of security officers,1,security company,1,April,1,2013,1,3,0,1,2,4,,,,10,1,1,1,0,0,0,0,0,0,1,0,0,,1,95,4,1,1,12,1,10,1,8,1,16,1,0,0,0,0,0,0,0,0,0,1,0,,,1,0,0,0,0,1,0,0,0,0,0,0,0,,,1,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,972.1325697,1458
1737,1,2,0,0,0,0,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,,0,,,2,3,0,0,0,3,1,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,0,0,0,2,1,65,1,Interior designer,1,Design services -professional,1,April,1,1995,0,3,0,2,1,2,,12500,,,0,0,1,0,0,0,0,0,0,1,0,0,,1,40,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,4828.658484,7242
1738,1,3,0,0,0,1,0,0,1,,,1,1,0,1,0,0,1,0,0,0,0,,1,1,started his own business ,3,3,0,0,0,3,1,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,1,1,50,1,social media manager ,1,social media ,1,July,1,2014,0,2,1,1,3,97,,,,,0,0,0,0,1,98,98,98,98,98,98,98,,98,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,1646.891253,2470
1739,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,0,,,2,3,0,0,0,3,1,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,1,1,1,1,1,1,1,1,97,,1,attorney,1,financial services,1,April,1,2014,0,4,0,1,1,97,,,,,1,1,1,1,0,0,1,0,0,0,0,0,,1,15,2,1,1,1,1,1,1,4,1,2,0,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,15310.42121,22962
1740,1,1,0,0,0,1,0,0,0,,,1,1,0,0,1,0,0,1,0,0,0,,0,,,2,2,1,0,1,2,5,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,2,1,,1,0,0,0,0,0,1,0,0,1,0,0,1,1,2,1,Counseling,1,Non profit,1,May,1,2001,1,4,0,1,1,97,,,,,1,1,0,0,0,0,0,0,0,1,0,0,,1,60,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,732.766594,1099
1741,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,,,3,2,0,1,0,1,8,,,,,,,,,,,,,,,,,,,,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,1,50,1,100,6,4,2,6,5,6,6,6,5,4,1,2134.291053,6402
1742,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,1,3,0,0,0,3,1,,,,,,,,,,,,,,,,,,,,,,,0,97,97,97,97,97,97,97,97,97,97,97,1,1,40,1,Healthcare advocate,1,health care,1,February,1,2006,1,2,0,2,3,1,980.1,,,,1,1,1,1,0,0,0,0,0,1,0,0,,1,45,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,6374.869341,9561
1743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1745,,97,97,97,97,97,97,97,97,,,97,97,97,97,97,97,97,97,97,97,97,,97,,,97,97,97,97,97,97,8,,,,,,,,,,,,,,,,,,,,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,1,50,98,,5,6,98,6,5,6,5,6,3,98,6,1059.811193,795
1746,,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,5,1,0,1,0,1,5,,,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,,,97,97,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,,,,,,,,,,,,97,,97,,6,6,6,6,6,6,6,6,0,6,6,4724.310921,14171
1747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1748,1,1,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,1,1,Our daughter had cancer ,3,3,0,0,0,3,1,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,1,37.7,1,Sales manAger ,1,Retail store ,1,November,1,1973,0,4,0,1,1,4,,,,30,1,1,0,0,0,0,0,0,0,1,0,0,,1,120,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,9225.924806,13837
1749,1,3,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,,0,,,2,3,0,0,0,3,1,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,1,1,0,0,0,0,0,1,1,40,1,Registered. Nurse,1,Nursing,1,July,1,1993,1,3,0,1,2,97,,,,,1,1,1,1,0,0,0,0,0,1,0,0,,1,50,1,1,1,15,1,15,1,3,1,4,0,,,,,,,,,,,,,,1,1,1,1,1,0,1,1,0,1,0,1,0,,,1,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,730.4329424,2191
1750,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,3,3,0,0,0,3,1,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,0,1,1,40,1,sales manager,1,wholesale,1,September,1,2005,0,4,0,1,1,97,,,,,0,0,0,0,1,0,0,0,0,1,0,0,,1,60,4,1,1,2,1,2,1,2,1,3,0,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,6255.85311,9382
1751,1,2,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,1,3,0,0,0,3,8,,,,,,,,,,,,,,,,,,,,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,1,60,98,,6,6,6,3,6,6,6,6,6,6,0,10561.44026,15840
1752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1754,1,2,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,,1,1,A child move in with me.,2,2,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,0,0,0,1,1,80,1,Nurse Aide,1,Health care,1,January,1,2005,1,1,1,1,3,4,,,,10,1,1,1,0,0,0,0,0,0,1,0,0,,1,75,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,862.1175669,1293
1755,1,3,0,97,97,97,97,97,97,,,97,97,97,97,97,97,97,97,97,97,97,,0,,,3,3,0,0,1,2,9,1,Work is Sporadic,,,,,,,,,,,,,,,,,,,1,,1,0,0,0,0,0,1,1,1,0,0,0,1,1,35,1,Billing Specialist ,1,Electrical,1,June,1,2014,0,4,1,1,1,4,,,,15,0,0,0,0,1,0,0,0,0,1,0,0,,1,60,3,1,97,,1,55,1,1,1,14,0,,,,,,,,,,,,,,1,1,0,0,1,1,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,5908.472405,4431
1756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
