subject_id,q2a1,q2a2,q2a3_1,q2a3_2,q2a3_3,q2a3_4,q2a3_5,q2a3_6,q2a3_7,q2a3_8,q2a4_1,q2a4_2,q2a4_3,q2a4_4,q2a4_5,q2a4_6,q2a4_7,q2a4_8,q2a4_9,q2a4_10,q2a4_11,q2a5,q2a6,q2a7,q2a7x1,q2a7x2,q2a8,q2a9,q2a10,q2a11,q2a12,q2a13,q2b1_1,q2b1_2,q2b1_3,q2b1_4,q2b1_5,q2b1_6,q2b1_7,q2b1_8,q2b1_9,q2b1_10,q2b1_10x,q2b1_12,q2b2_1,q2b2_2,q2b2_3,q2b2_4,q2b2_5,q2b2_5x,q2b3elderlyordisabled_1,q2b3elderlyordisabled_1x,q2b3elderlyordisabled_2,q2b3elderlyordisabled_2x,q2b3elderlyordisabled_3,q2b3elderlyordisabled_3x,q2b3elderlyordisabled_4,q2b3elderlyordisabled_4x,q2b3elderlyordisabled_5,q2b3elderlyordisabled_5x,q2b3finances_1,q2b3finances_1x,q2b3finances_2,q2b3finances_2x,q2b3finances_3,q2b3finances_3x,q2b3finances_4,q2b3finances_4x,q2b3finances_5,q2b3finances_5x,q2b3foodandbills_1,q2b3foodandbills_1x,q2b3foodandbills_2,q2b3foodandbills_2x,q2b3foodandbills_3,q2b3foodandbills_3x,q2b3foodandbills_4,q2b3foodandbills_4x,q2b3foodandbills_5,q2b3foodandbills_5x,q2b3gettingbenefit_1,q2b3gettingbenifit_1x,q2b3gettingbenefit_2,q2b3gettingbenifit_2x,q2b3gettingbenefit_3,q2b3gettingbenifit_3x,q2b3gettingbenefit_4,q2b3gettingbenifit_4x,q2b3gettingbenefit_5,q2b3gettingbenifit_5x,q2b3health_1,q2b3health_1x,q2b3health_2,q2b3health_2x,q2b3health_3,q2b3health_3x,q2b3health_4,q2b3health_4x,q2b3health_5,q2b3health_5x,q2b3housing_1,q2b3housing_1x,q2b3housing_2,q2b3housing_2x,q2b3housing_3,q2b3housing_3x,q2b3housing_4,q2b3housing_4x,q2b3housing_5,q2b3housing_5x,q2b3legalissues_1,q2b3legalissues_1x,q2b3legalissues_2,q2b3legalissues_2x,q2b3legalissues_3,q2b3legalissues_3x,q2b3legalissues_4,q2b3legalissues_4x,q2b3legalissues_5,q2b3legalissues_5x,q2b3majorexpense_1,q2b3majorexpense_1x,q2b3majorexpense_2,q2b3majorexpense_2x,q2b3majorexpense_3,q2b3majorexpense_3x,q2b3majorexpense_4,q2b3majorexpense_4x,q2b3majorexpense_5,q2b3majorexpense_5x,q2b3otherservices_1,q2b3otherservices_1x,q2b3otherservices_2,q2b3otherservices_2x,q2b3otherservices_3,q2b3otherservices_3x,q2b3otherservices_4,q2b3otherservices_4x,q2b3otherservices_5,q2b3otherservices_5x,q2b3workorjob_1,q2b3workorjob_1_text,q2b3workorjob_2,q2b3workorjob_2_text,q2b3workorjob_3,q2b3workorjob_3_text,q2b3workorjob_4,q2b3workorjob_4_text,q2b3workorjob_5,q2b3workorjob_5_text,q2b4_11,q2b4_11x,q2b4_12,q2b4_12x,q2b4_13,q2b4_13x,q2b4_14,q2b4_14x,q2b4_15,q2b4_15x,q2b4_21,q2b4_21x,q2b4_22,q2b4_22x,q2b4_23,q2b4_23x,q2b4_24,q2b4_24x,q2b4_25,q2b4_25x,q2b4_31,q2b4_31x,q2b4_32,q2b4_32x,q2b4_33,q2b4_33x,q2b4_34,q2b4_34x,q2b4_35,q2b4_35x,q2b4_41,q2b4_41x,q2b4_42,q2b4_42x,q2b4_43,q2b4_43x,q2b4_44,q2b4_44x,q2b4_45,q2b4_45x,q2b4_51,q2b4_51x,q2b4_52,q2b4_52x,q2b4_53,q2b4_53x,q2b4_54,q2b4_54x,q2b4_55,q2b4_55x,q2b5_1,q2b5_1x,q2b5_2,q2b5_2x,q2b5_3,q2b5_3x,q2b5_4,q2b5_4x,q2b5_5,q2b5_5x,q2b5_6,q2b5_6x,q2b5_7,q2b5_7_text1,q2b5_8,q2b5_8x,q2b5_9,q2b5_9x,q2b5_10,q2b5_10x,q2b6_1,q2b6_1x,q2b6_2,q2b6_2x,q2b6_3,q2b6_3x,q2b6_4,q2b6_4x,q2b6_5,q2b6_5x,q2b7_1,q2b7_2,q2b7_3,q2b7_4,q2b7_5,q2b7_6,q2b7_7,q2b7_8,q2b7_9,q2b7_10,q2b8_1,q2b8_2,q2b8_3,q2b8_4,q2b8_5,q2b9_1,q2b9_2,q2b9_3,q2b9_4,q2b9_5,q2b9_6,q2b9_7,q2b9_8,q2b9_9,q2b9_10,q2b10_1,q2b10_2,q2b10_3,q2b10_4,q2b10_5,q2c1_1,q2c1_2,q2c1_3,q2c1_4,q2c2_1,q2c2_2,q2c2_3,q2c2_4,q2c2_5,q2c2_6,q2c2_7,q2c2_8,q2c2_9,q2c2_10,q2c2_11,q2c2_12,q2c2_13,q2c2_14,q2c2_15,q2c2_16,q2c2_17,q2c2_18,q2c2_19,q2d1_1,q2d1_2,q2d1_3,q2d1_4,q2d1_5,q2d2_1,q2d2_2,q2d2_3,q2d2_4,q2d2_5,q2newyork,q2weight_p,q2weight_pu
1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,3,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,3,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,,,2,3,3,98,2,3,3,3,2,2,2,2,1,1,1,2,2,2,1,2,98,98,98,98,4,2,4,2,2,1,,
1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,,,,2,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,1,1,3,3,2,2,2,3,4,2,2,3,3,2,2,2,3,2,3,3,1,2,2,3,3,3,4,3,4,98,1,1,1431.526682,2147
1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,3,0,0,0,0,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,,0,,,,3,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,3,1,1,1,3,1,1,1,98,3,3,3,2,2,2,2,1,1,98,3,3,4,98,98,98,2,2,2,1,1,1837.248147,5511
1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,3,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,3,0,0,0,3,3,0,0,0,0,1,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,,,3,2,2,98,2,3,2,3,2,2,2,2,98,98,2,98,2,2,1,2,2,3,98,98,98,1,2,2,98,1,2115.952457,6347
1998,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,,1,1,"STOLEN ITEMS FROM PURSE WHILE VACATIONING IN PARIS, LOST MY JOB, AND HAVE HAD MEDICAL EXPENSE DUE TO MY DENTAL ISSUES.",,1,0,0,1,2,3,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,,,,,,,,,,,1,MY PERSONAL CPA,97,,97,,97,,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,2,,,,,,,3,3,1,1,3,2,2,2,3,4,2,4,2,2,98,2,98,2,3,3,2,2,2,2,3,4,2,2,4,4,4,2,5,1,1771.57261,2657
1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,3,0,0,0,0,0,1,0,,,0,0,0,0,1,0,0,0,0,0,0,,0,,,,3,0,0,0,3,2,1,0,0,0,0,0,0,1,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Clinic,97,,97,,97,,97,,,,,,,,,,,,1,lawyer,97,,97,,97,,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,1,,,,,,,,1,,,,,,,1,,,,,,,,3,2,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,98,98,98,98,98,1,1303.176013,1954
2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,3,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,2,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,,2,2,1,4,1,1,1,1,2,2,2,2,1,1,1,3,1,1,1,2,2,4,4,3,2,2,2,2,2,1,3270.441721,4905
2006,1,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,3,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Hosptial by home,97,,97,,97,,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,1,1,,,1,1,1,3,3,2,3,2,2,4,2,3,1,1,2,2,2,2,98,1,3,4,4,2,98,1,98,2,5,1,2968.067548,4452
2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,,,,2,0,1,0,1,4,1,0,1,1,1,0,0,1,0,0,,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,1,loan from a friend,97,,97,,97,,97,,2,,2,,2,,2,,2,,1,bronx Lebanon hospital,97,,97,,97,,97,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,,,,,,,,1,Kennedy center,97,,97,,97,,97,,1,Kennedy center,97,,97,,97,,97,,,,,,,,,,,,,,,,,,3,,3,,,,,,2,,,,,,,,,,,,,,,,1,,1,3,1,,,3,,,,,3,3,,2,,2,,,,,,,,,,2,2,,2,3,1,1,2,2,2,4,2,2,2,2,2,4,2,2,2,2,4,4,2,2,2,3,4,3,2,3,5,2,2,3,4,1,3977.870603,5966
2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,3,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,,,,,,,,1,"goes to center base, special education program",97,,97,,97,,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,3,3,1,1,4,2,2,4,2,4,4,4,2,4,2,2,2,3,3,3,3,2,2,4,4,4,4,4,5,5,5,5,5,1,15701.45405,23549
2011,3,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,3,0,1,0,2,4,0,0,1,0,0,0,0,0,0,0,,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,Family member,1,Help line,97,,97,,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,1,Neighborhood Day Care,97,,97,,97,,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,1,,,,,,2,,,,,,,,,1,,,,2,3,3,1,2,2,2,3,2,2,2,2,2,3,2,2,98,98,3,3,1,3,98,2,1,5,4,2,4,1,2,1,1,1,1521.205461,4563
2012,3,0,0,0,0,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,,0,,,,3,0,0,0,3,4,1,0,0,0,0,0,0,0,0,1,I saw my doctor for my 3-month routine checkup; I had a major unanticipated expense of the purchase of an oxygen portable concentrator since the insurance provider didn't provide adequate equipment.,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,physician's office in the hospital,97,,97,,97,,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,3,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,3,3,,,98,98,98,4,98,3,98,3,1,3,1,98,98,98,2,3,1,2,1,98,98,98,98,98,5,4,4,98,2,1,1328.846147,1993
2013,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,1,1,1,1,0,0,1,1,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,WELFARE ON 126TH & 3RD,97,,97,,97,,97,,1,WELFARE ON 126TH & 3RD AVENUE,97,,97,,97,,97,,1,AFRICAN COMMUNITY OF SERVICES B/W AMSTERDAM & MORNINGSIDE & 126TH,97,,97,,97,,97,,1,GODDARD ON RIVERSIDE,97,,97,,97,,97,,1,CENTRAL BOOKING MANHATTAN GOT LEGAL AID TO REPRESENT ME,97,,97,,97,,97,,,,,,,,,,,,,,,,,,,,,,1,DAVID BRYANT (BACK TO WORK PROGRAM THRU WELFARE),97,,97,,97,,97,,,,,,,,,,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,3,,,3,3,,,,,,,,1,3,1,2,,,3,1,,,,,,,,2,3,,,1,3,4,4,98,2,4,3,4,4,3,2,98,3,4,4,4,4,98,2,2,4,2,4,5,5,5,1,5,97,1568.545188,4705
2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,1,0,0,0,0,0,0,0,,,0,1,0,0,1,0,1,1,0,1,1,0,0,,,,2,0,1,1,1,4,0,0,1,0,1,0,0,1,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,lawyer,97,,97,,97,,97,,2,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,5,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,,1,,,,,,,,,,,,,,,2,,,,,,,,2,2,,,4,3,3,4,4,4,4,4,3,3,3,2,3,3,4,4,3,2,3,4,4,2,4,4,4,4,4,4,2,1,8929.872778,6696
2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,,,,3,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,1,1,4,98,98,98,2,2,3,2,3,1,2,1,98,2,2,2,2,2,2,4,3,4,3,3,4,4,3,2,2,1,1277.172501,1916
2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,3,0,0,0,0,0,1,0,,,0,0,0,0,0,1,0,0,1,0,0,,0,,,,2,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,3,2,2,3,2,2,2,2,2,4,3,2,2,2,2,3,2,2,98,2,2,4,4,2,2,1,2,2,1,1,3963.201955,5944
