age,education_level,gender,race,number_of_children,number_of_household_members,in_poverty_SPM,in_poverty_OPM,material_hardship,health_problem,in_poverty_SPM_y1,in_poverty_OPM_y1,material_hardship_y1,health_problem_y1,in_poverty_SPM_y2,in_poverty_OPM_y2,material_hardship_y2,health_problem_y2,SPM_household_resources,OPM_household_resources,SPM_household_resources_y1,OPM_household_resources_y1,SPM_household_resources_y2,OPM_household_resources_y2,SPM_income_to_needs,SPM_income_to_needs_y1,SPM_income_to_needs_y2,OPM_income_to_needs,OPM_income_to_needs_y1,OPM_income_to_needs_y2,faca,fach,facp
25,3. Some college or associat's degree,1. Female,5. Hispanic,1,4,0. No,0,0. No,0. No,0,0,1. Yes,0,0,0,0. No,0,120306,106038,38746,26670,68854,73370,4. 300%+,2,3,4. 300%+,2. 100%-200%,4. 300%+,7209,2403,9612
52,2. HS graduate or GED,1. Female,5. Hispanic,2,4,1. Yes,0,1. Yes,0. No,1,0,1. Yes,1,0,0,0. No,1,26048,26348,25633,24000,59333,58932,1. Less than 100%,1,2,2. 100%-200%,2. 100%-200%,3. 200%-300%,2833,1416,5664
60,3. Some college or associat's degree,1. Female,2. Black Non-Hispanic,2,3,1. Yes,1,1. Yes,1. Yes,1,0,1. Yes,1,0,0,1. Yes,1,22029,16000,12079,20000,57157,54622,1. Less than 100%,1,4,1. Less than 100%,2. 100%-200%,4. 300%+,7686,7686,23058
46,3. Some college or associat's degree,0. Male,5. Hispanic,0,2,0. No,0,1. Yes,0. No,0,0,1. Yes,0,0,0,1. Yes,1,69447,100000,136347,192474,33330,50712,4. 300%+,4,2,4. 300%+,4. 300%+,4. 300%+,13597,6798,13596
51,1. Less than HS,0. Male,2. Black Non-Hispanic,2,3,0. No,0,0. No,1. Yes,1,0,1. Yes,1,0,0,0. No,1,147793,168546,22517,13069,37924,53165,4. 300%+,1,3,4. 300%+,2. 100%-200%,4. 300%+,3036,3036,9108
20,2. HS graduate or GED,0. Male,2. Black Non-Hispanic,2,3,0. No,0,0. No,0. No,,,,,,,,,128179,170343,,,,,4. 300%+,4,4,4. 300%+,4. 300%+,4. 300%+,1477,1477,4431
50,4. Bachelor's degree or more,0. Male,3. Asian Non-Hispanic,0,1,0. No,0,0. No,0. No,1,1,0. No,0,0,0,0. No,0,63925,100000,14116,0,52540,59553,4. 300%+,1,4,4. 300%+,1. Less than 100%,4. 300%+,11032,11032,11032
43,2. HS graduate or GED,1. Female,2. Black Non-Hispanic,2,3,0. No,0,0. No,0. No,0,0,0. No,0,0,0,0. No,0,51039,34940,34743,20216,46561,24888,2. 100%-200%,2,2,2. 100%-200%,2. 100%-200%,2. 100%-200%,2090,2090,6270
27,4. Bachelor's degree or more,1. Female,5. Hispanic,1,3,0. No,0,0. No,0. No,0,0,1. Yes,0,,,,,30387,76000,109830,112000,,,2. 100%-200%,4,4,4. 300%+,4. 300%+,4. 300%+,1699,850,2550
31,3. Some college or associat's degree,1. Female,1. White Non-Hispanic,4,6,0. No,1,0. No,0. No,0,1,1. Yes,0,0,1,1. Yes,0,40617,24000,48484,28800,39979,23836,2. 100%-200%,2,2,1. Less than 100%,1. Less than 100%,1. Less than 100%,7802,3901,23406
36,4. Bachelor's degree or more,0. Male,5. Hispanic,0,1,1. Yes,1,0. No,0. No,0,0,1. Yes,0,0,0,0. No,0,50,50,64422,95000,108076,120000,1. Less than 100%,4,4,1. Less than 100%,4. 300%+,4. 300%+,10242,10242,10242
34,3. Some college or associat's degree,1. Female,2. Black Non-Hispanic,0,4,0. No,0,0. No,0. No,,,,,,,,,115673,152156,,,,,3. 200%-300%,4,4,4. 300%+,4. 300%+,4. 300%+,4858,1214,4856
61,2. HS graduate or GED,0. Male,1. White Non-Hispanic,0,1,0. No,0,1. Yes,1. Yes,0,0,1. Yes,1,0,0,1. Yes,1,22906,16299,27554,15900,32924,24600,2. 100%-200%,2,3,2. 100%-200%,2. 100%-200%,2. 100%-200%,7353,7353,7353
53,2. HS graduate or GED,1. Female,5. Hispanic,1,4,0. No,0,1. Yes,0. No,0,0,1. Yes,0,1,1,1. Yes,0,81272,82868,79003,109602,15394,5000,3. 200%-300%,3,1,4. 300%+,4. 300%+,1. Less than 100%,2571,857,3428
34,1. Less than HS,1. Female,5. Hispanic,3,5,0. No,1,0. No,0. No,1,1,1. Yes,0,0,0,0. No,0,36011,22603,19620,18147,23282,30652,2. 100%-200%,1,2,1. Less than 100%,1. Less than 100%,3. 200%-300%,17495,8748,43740
75.70937846,3. Some college or associat's degree,1. Female,1. White Non-Hispanic,0,2,0. No,0,0. No,0. No,0,0,0. No,0,0,0,0. No,0,45000,48000,64680,67200,103866,107366,3. 200%-300%,4,4,4. 300%+,4. 300%+,4. 300%+,9426,4713,9426
73,4. Bachelor's degree or more,0. Male,1. White Non-Hispanic,0,1,0. No,0,0. No,0. No,0,0,0. No,1,0,0,0. No,0,58565,64025,36526,44400,74697,78895,4. 300%+,3,4,4. 300%+,4. 300%+,4. 300%+,2299,2299,2299
31,4. Bachelor's degree or more,0. Male,5. Hispanic,0,1,0. No,0,0. No,0. No,0,0,1. Yes,0,0,0,0. No,1,84201,112391,32408,17447,14792,22075,4. 300%+,3,2,4. 300%+,2. 100%-200%,2. 100%-200%,1486,1486,1486
54,2. HS graduate or GED,1. Female,2. Black Non-Hispanic,0,2,0. No,0,1. Yes,1. Yes,0,1,0. No,1,1,1,0. No,1,27907,18291,26640,9876,15424,3576,2. 100%-200%,2,1,2. 100%-200%,1. Less than 100%,1. Less than 100%,5782,2891,5782
43,3. Some college or associat's degree,1. Female,5. Hispanic,2,5,1. Yes,0,1. Yes,1. Yes,0,0,0. No,1,0,0,1. Yes,0,35846,37000,43380,49000,109881,130038,1. Less than 100%,2,3,2. 100%-200%,2. 100%-200%,4. 300%+,8322,2774,13870
40,2. HS graduate or GED,0. Male,5. Hispanic,0,3,1. Yes,1,1. Yes,1. Yes,0,0,0. No,0,0,0,0. No,1,25679,15000,92342,80663,159538,157330,1. Less than 100%,3,4,1. Less than 100%,4. 300%+,4. 300%+,1381,460,1380
51,2. HS graduate or GED,1. Female,4. Other / MultiRacial,2,4,0. No,0,0. No,0. No,,,,,,,,,60099,46729,,,,,2. 100%-200%,4,4,3. 200%-300%,4. 300%+,4. 300%+,893,446,1784
36,1. Less than HS,1. Female,5. Hispanic,1,3,1. Yes,1,1. Yes,0. No,1,1,1. Yes,0,0,0,1. Yes,0,24271,18211,1241,0,34461,40137,1. Less than 100%,1,3,1. Less than 100%,1. Less than 100%,4. 300%+,1209,604,1812
67,2. HS graduate or GED,0. Male,2. Black Non-Hispanic,0,1,0. No,0,1. Yes,1. Yes,1,1,1. Yes,1,0,1,0. No,1,25432,17106,12327,0,21512,10980,2. 100%-200%,1,2,2. 100%-200%,1. Less than 100%,1. Less than 100%,6262,6262,6262
30,3. Some college or associat's degree,1. Female,2. Black Non-Hispanic,6,8,0. No,0,1. Yes,0. No,,,,,,,,,75101,53000,,,,,2. 100%-200%,4,4,2. 100%-200%,4. 300%+,4. 300%+,5535,2768,22144
32,3. Some college or associat's degree,1. Female,2. Black Non-Hispanic,1,2,0. No,0,0. No,0. No,0,0,0. No,0,0,0,0. No,0,45410,46400,78956,87400,46207,50848,3. 200%-300%,4,3,3. 200%-300%,4. 300%+,4. 300%+,4648,4648,9296
21,3. Some college or associat's degree,1. Female,3. Asian Non-Hispanic,0,1,1. Yes,1,1. Yes,0. No,,,,,,,,,0,0,,,,,1. Less than 100%,4,4,1. Less than 100%,4. 300%+,4. 300%+,28288,28288,28288
65,4. Bachelor's degree or more,0. Male,1. White Non-Hispanic,0,2,0. No,0,1. Yes,1. Yes,1,0,1. Yes,1,0,0,1. Yes,1,51049,54000,9553,24275,37358,46324,3. 200%-300%,1,2,4. 300%+,2. 100%-200%,4. 300%+,4957,2478,4956
35,4. Bachelor's degree or more,1. Female,1. White Non-Hispanic,0,1,0. No,0,1. Yes,0. No,,,,,,,,,29853,45000,,,,,2. 100%-200%,4,4,4. 300%+,4. 300%+,4. 300%+,1745,1745,1745
59,4. Bachelor's degree or more,0. Male,1. White Non-Hispanic,0,2,0. No,0,0. No,0. No,0,0,0. No,0,0,0,0. No,1,277026,451845,180010,275000,388599,488666,4. 300%+,4,4,4. 300%+,4. 300%+,4. 300%+,8960,4480,8960
55,4. Bachelor's degree or more,1. Female,1. White Non-Hispanic,0,1,0. No,0,0. No,0. No,0,0,0. No,0,0,0,0. No,1,54223,81200,55691,81000,72055,81645,4. 300%+,4,4,4. 300%+,4. 300%+,4. 300%+,5545,5545,5545
72,3. Some college or associat's degree,1. Female,1. White Non-Hispanic,0,2,1. Yes,0,0. No,0. No,,,,,,,,,15059,18010,,,,,1. Less than 100%,4,4,2. 100%-200%,4. 300%+,4. 300%+,15448,7724,15448
29,4. Bachelor's degree or more,0. Male,2. Black Non-Hispanic,0,2,0. No,0,0. No,0. No,0,0,0. No,0,0,0,0. No,0,84815,118800,102231,103867,152200,211830,4. 300%+,4,4,4. 300%+,4. 300%+,4. 300%+,8490,4245,8490
38,4. Bachelor's degree or more,1. Female,1. White Non-Hispanic,1,3,0. No,0,0. No,0. No,0,0,0. No,0,0,0,0. No,0,73153,132000,105420,172000,286698,365785,3. 200%-300%,4,4,4. 300%+,4. 300%+,4. 300%+,11549,5774,17322
58,4. Bachelor's degree or more,0. Male,1. White Non-Hispanic,1,3,0. No,0,0. No,0. No,0,0,0. No,0,0,0,0. No,0,88273,130000,84786,123000,230312,287049,4. 300%+,4,4,4. 300%+,4. 300%+,4. 300%+,16401,8200,24600
52,1. Less than HS,1. Female,2. Black Non-Hispanic,1,6,1. Yes,1,0. No,0. No,0,0,1. Yes,0,1,1,1. Yes,0,21077,4055,98763,98000,19420,1680,1. Less than 100%,3,1,1. Less than 100%,4. 300%+,1. Less than 100%,753,151,906
60,2. HS graduate or GED,1. Female,2. Black Non-Hispanic,0,1,0. No,0,0. No,0. No,,,,,,,,,28297,40000,,,,,2. 100%-200%,4,4,4. 300%+,4. 300%+,4. 300%+,3563,3563,3563
20,3. Some college or associat's degree,1. Female,5. Hispanic,0,2,0. No,0,1. Yes,0. No,0,0,0. No,0,0,0,0. No,1,80529,81652,62480,64068,63427,65050,4. 300%+,4,2,4. 300%+,4. 300%+,4. 300%+,1595,798,1596
58,4. Bachelor's degree or more,1. Female,1. White Non-Hispanic,0,1,0. No,0,0. No,0. No,0,0,0. No,1,0,0,0. No,1,35945,63000,50871,73000,47864,75000,3. 200%-300%,4,4,4. 300%+,4. 300%+,4. 300%+,7103,7103,7103
45,2. HS graduate or GED,0. Male,4. Other / MultiRacial,0,2,0. No,0,0. No,0. No,0,0,0. No,0,0,0,0. No,0,74689,107000,309582,377160,271410,343739,4. 300%+,4,4,4. 300%+,4. 300%+,4. 300%+,5362,2681,5362
68,2. HS graduate or GED,1. Female,2. Black Non-Hispanic,0,1,0. No,0,1. Yes,1. Yes,,,,,,,,,28149,22348,,,,,2. 100%-200%,4,4,3. 200%-300%,4. 300%+,4. 300%+,9634,9634,9634
29,3. Some college or associat's degree,1. Female,2. Black Non-Hispanic,0,1,0. No,0,0. No,0. No,0,1,1. Yes,0,1,0,1. Yes,0,18382,28000,16047,11016,11524,17000,2. 100%-200%,2,1,3. 200%-300%,1. Less than 100%,2. 100%-200%,5618,5618,5618
37,4. Bachelor's degree or more,1. Female,1. White Non-Hispanic,3,5,1. Yes,1,0. No,0. No,1,1,0. No,0,1,1,0. No,0,17951,7000,16208,7160,5983,12000,1. Less than 100%,1,1,1. Less than 100%,1. Less than 100%,1. Less than 100%,1795,898,4490
73,3. Some college or associat's degree,1. Female,1. White Non-Hispanic,0,2,0. No,0,0. No,0. No,,,,,,,,,144687,177661,,,,,4. 300%+,4,4,4. 300%+,4. 300%+,4. 300%+,4456,2228,4456
53,1. Less than HS,1. Female,1. White Non-Hispanic,0,1,0. No,0,1. Yes,1. Yes,,,,,,,,,14713,12240,,,,,2. 100%-200%,4,4,2. 100%-200%,4. 300%+,4. 300%+,19153,19153,19153
82,2. HS graduate or GED,1. Female,2. Black Non-Hispanic,0,1,1. Yes,1,1. Yes,0. No,,,,,,,,,8264,10800,,,,,1. Less than 100%,4,4,1. Less than 100%,4. 300%+,4. 300%+,2408,2408,2408
65,4. Bachelor's degree or more,1. Female,2. Black Non-Hispanic,0,1,0. No,0,1. Yes,0. No,0,0,1. Yes,1,1,0,0. No,0,26504,33600,18483,16188,11980,14426,2. 100%-200%,2,1,4. 300%+,2. 100%-200%,2. 100%-200%,1381,1381,1381
21,4. Bachelor's degree or more,1. Female,3. Asian Non-Hispanic,0,1,1. Yes,1,1. Yes,0. No,,,,,,,,,4659,0,,,,,1. Less than 100%,4,4,1. Less than 100%,4. 300%+,4. 300%+,37212,37212,37212
31,3. Some college or associat's degree,1. Female,5. Hispanic,1,2,1. Yes,1,0. No,1. Yes,0,0,0. No,0,1,1,0. No,0,14176,9564,46149,39615,14220,9984,1. Less than 100%,3,1,1. Less than 100%,2. 100%-200%,1. Less than 100%,2811,2811,5622
53.31463366,2. HS graduate or GED,1. Female,1. White Non-Hispanic,0,2,0. No,0,1. Yes,0. No,0,0,1. Yes,0,0,0,1. Yes,0,30391,34453,43924,66308,144805,154968,2. 100%-200%,3,4,3. 200%-300%,4. 300%+,4. 300%+,2263,1132,2264
54,4. Bachelor's degree or more,1. Female,1. White Non-Hispanic,0,1,1. Yes,1,0. No,1. Yes,1,1,0. No,1,1,1,,1,10914,9254,10380,9600,6956,8820,1. Less than 100%,1,1,1. Less than 100%,1. Less than 100%,1. Less than 100%,4666,4666,4666
29,2. HS graduate or GED,0. Male,5. Hispanic,1,4,1. Yes,1,1. Yes,0. No,0,0,1. Yes,0,1,1,0. No,0,33848,11000,39589,32837,27312,6263,1. Less than 100%,2,1,1. Less than 100%,2. 100%-200%,1. Less than 100%,4084,1361,5444
18,2. HS graduate or GED,1. Female,5. Hispanic,1,5,1. Yes,1,0. No,0. No,1,1,0. No,0,0,0,0. No,0,20233,20304,17131,0,80056,84037,1. Less than 100%,1,3,1. Less than 100%,1. Less than 100%,3. 200%-300%,10199,2550,12750
73,1. Less than HS,0. Male,2. Black Non-Hispanic,0,1,0. No,0,0. No,0. No,0,0,1. Yes,1,0,0,1. Yes,0,26427,38000,58849,61548,25442,16800,2. 100%-200%,4,2,4. 300%+,4. 300%+,2. 100%-200%,11657,11657,11657
63,2. HS graduate or GED,0. Male,2. Black Non-Hispanic,0,1,0. No,0,0. No,1. Yes,0,0,0. No,0,1,1,0. No,0,12408,12438,43539,45584,0,0,2. 100%-200%,4,1,2. 100%-200%,4. 300%+,1. Less than 100%,4624,4624,4624
70,3. Some college or associat's degree,0. Male,1. White Non-Hispanic,0,2,0. No,0,0. No,0. No,0,0,0. No,0,1,1,0. No,0,63602,74700,64103,75600,0,101,4. 300%+,4,1,4. 300%+,4. 300%+,1. Less than 100%,19309,9654,19308
27,2. HS graduate or GED,0. Male,2. Black Non-Hispanic,0,1,0. No,0,1. Yes,0. No,,,,,,,,,21417,26000,,,,,2. 100%-200%,4,4,3. 200%-300%,4. 300%+,4. 300%+,8861,8861,8861
42,2. HS graduate or GED,0. Male,2. Black Non-Hispanic,0,2,0. No,0,1. Yes,1. Yes,,,,,,,,,28472,24500,,,,,2. 100%-200%,4,4,2. 100%-200%,4. 300%+,4. 300%+,0,0,0
60,3. Some college or associat's degree,1. Female,1. White Non-Hispanic,0,4,0. No,0,0. No,0. No,,,,,,,,,77580,134337,,,,,2. 100%-200%,4,4,4. 300%+,4. 300%+,4. 300%+,37212,9303,37212
60,4. Bachelor's degree or more,1. Female,4. Other / MultiRacial,0,2,1. Yes,1,0. No,1. Yes,,,,,,,,,0,4422,,,,,1. Less than 100%,4,4,1. Less than 100%,4. 300%+,4. 300%+,2238,1119,2238
56,4. Bachelor's degree or more,1. Female,1. White Non-Hispanic,2,4,0. No,0,0. No,0. No,,,,,,,,,423891,600000,,,,,4. 300%+,4,4,4. 300%+,4. 300%+,4. 300%+,9306,4653,18612
50,4. Bachelor's degree or more,0. Male,1. White Non-Hispanic,0,2,0. No,0,0. No,0. No,0,0,0. No,0,1,0,0. No,0,293099,500750,200994,350737,0,200000,4. 300%+,4,1,4. 300%+,4. 300%+,4. 300%+,0,0,0
23,3. Some college or associat's degree,1. Female,5. Hispanic,0,2,0. No,0,0. No,0. No,,,,,,,,,60552,60925,,,,,3. 200%-300%,4,4,4. 300%+,4. 300%+,4. 300%+,17794,8897,17794
45,2. HS graduate or GED,1. Female,2. Black Non-Hispanic,0,4,1. Yes,1,1. Yes,0. No,1,1,1. Yes,1,1,1,1. Yes,0,13887,14017,29786,11043,12879,11875,1. Less than 100%,1,1,1. Less than 100%,1. Less than 100%,1. Less than 100%,0,0,0
26,4. Bachelor's degree or more,0. Male,1. White Non-Hispanic,0,1,0. No,0,0. No,0. No,0,0,0. No,0,0,0,0. No,0,58976,89060,204633,230000,127862,155581,4. 300%+,4,4,4. 300%+,4. 300%+,4. 300%+,3295,3295,3295
62,3. Some college or associat's degree,0. Male,1. White Non-Hispanic,0,1,0. No,0,0. No,0. No,0,0,0. No,0,0,0,0. No,0,38648,32613,58118,45000,26667,22400,3. 200%-300%,4,2,3. 200%-300%,4. 300%+,2. 100%-200%,10292,10292,10292
39,4. Bachelor's degree or more,1. Female,3. Asian Non-Hispanic,2,3,0. No,0,0. No,0. No,0,0,0. No,0,0,0,0. No,0,153817,169400,41398,60000,114095,130992,4. 300%+,2,4,4. 300%+,4. 300%+,4. 300%+,5397,5397,16191
80,1. Less than HS,1. Female,2. Black Non-Hispanic,0,1,1. Yes,1,0. No,0. No,0,1,0. No,0,1,1,0. No,0,8246,7194,22553,9312,8400,8400,1. Less than 100%,2,1,1. Less than 100%,1. Less than 100%,1. Less than 100%,6955,6955,6955
52,2. HS graduate or GED,1. Female,5. Hispanic,0,3,0. No,0,1. Yes,0. No,0,0,1. Yes,0,0,0,1. Yes,1,56119,58000,94287,118737,23091,29084,2. 100%-200%,3,2,4. 300%+,4. 300%+,2. 100%-200%,2531,844,2532
56,1. Less than HS,1. Female,5. Hispanic,1,3,0. No,0,0. No,0. No,1,1,0. No,0,0,0,,0,37073,20504,3935,100,156562,163217,2. 100%-200%,1,4,2. 100%-200%,1. Less than 100%,4. 300%+,3208,1604,4812
33,4. Bachelor's degree or more,1. Female,2. Black Non-Hispanic,0,2,0. No,0,0. No,0. No,0,0,0. No,0,0,0,0. No,0,39028,47632,31069,39400,32277,42126,2. 100%-200%,2,2,4. 300%+,3. 200%-300%,3. 200%-300%,4967,2484,4968
21,3. Some college or associat's degree,1. Female,3. Asian Non-Hispanic,0,3,0. No,0,0. No,0. No,1,0,0. No,0,,1,0. No,,90103,81973,14539,34353,,0,3. 200%-300%,1,4,4. 300%+,3. 200%-300%,1. Less than 100%,16268,5423,16269
50,1. Less than HS,0. Male,2. Black Non-Hispanic,0,1,1. Yes,1,1. Yes,1. Yes,,,,,0,1,1. Yes,0,9499,4888,,,19036,0,1. Less than 100%,4,2,1. Less than 100%,4. 300%+,1. Less than 100%,1815,1815,1815
55,4. Bachelor's degree or more,0. Male,1. White Non-Hispanic,2,4,0. No,0,0. No,0. No,0,0,0. No,0,1,1,,0,89283,120979,106629,146451,13865,13912,4. 300%+,4,1,4. 300%+,4. 300%+,1. Less than 100%,2876,1438,5752
19,2. HS graduate or GED,1. Female,5. Hispanic,0,5,0. No,0,0. No,0. No,0,0,,1,0,0,0. No,0,46295,49110,71950,95991,95703,96972,2. 100%-200%,2,2,2. 100%-200%,4. 300%+,3. 200%-300%,5601,1120,5600
36,4. Bachelor's degree or more,0. Male,2. Black Non-Hispanic,0,3,0. No,0,0. No,0. No,,,,,0,0,0. No,0,74541,59387,,,107962,127584,3. 200%-300%,4,4,4. 300%+,4. 300%+,4. 300%+,4928,1643,4929
53,3. Some college or associat's degree,0. Male,2. Black Non-Hispanic,0,2,0. No,0,0. No,0. No,0,0,0. No,0,0,0,0. No,0,55231,86000,98467,132000,46473,58198,3. 200%-300%,4,3,4. 300%+,4. 300%+,4. 300%+,17030,8515,17030
58,1. Less than HS,1. Female,2. Black Non-Hispanic,0,2,0. No,0,0. No,0. No,,,,,,,,,50671,53592,,,,,3. 200%-300%,4,4,4. 300%+,4. 300%+,4. 300%+,2546,1273,2546
41,1. Less than HS,0. Male,5. Hispanic,0,4,0. No,0,0. No,0. No,,,,,,,,,94014,98021,,,,,3. 200%-300%,4,4,4. 300%+,4. 300%+,4. 300%+,7882,1970,7880
57,4. Bachelor's degree or more,1. Female,1. White Non-Hispanic,0,2,0. No,0,0. No,0. No,0,0,0. No,0,1,1,0. No,0,101344,134460,62457,71000,14394,11463,4. 300%+,4,1,4. 300%+,4. 300%+,1. Less than 100%,9435,4718,9436
49,4. Bachelor's degree or more,1. Female,1. White Non-Hispanic,0,1,0. No,0,0. No,0. No,0,0,1. Yes,0,0,0,0. No,0,48073,67000,51439,81400,56199,91000,4. 300%+,4,4,4. 300%+,4. 300%+,4. 300%+,3823,3823,3823
50,2. HS graduate or GED,1. Female,5. Hispanic,0,4,1. Yes,0,1. Yes,0. No,1,0,1. Yes,0,1,0,1. Yes,0,29088,35000,16915,20000,14395,17504,1. Less than 100%,1,1,2. 100%-200%,2. 100%-200%,2. 100%-200%,2044,511,2044
49,2. HS graduate or GED,0. Male,2. Black Non-Hispanic,0,1,0. No,1,1. Yes,0. No,,,,,,,,,20874,10000,,,,,2. 100%-200%,4,4,1. Less than 100%,4. 300%+,4. 300%+,752,752,752
46,1. Less than HS,1. Female,5. Hispanic,1,5,1. Yes,1,1. Yes,0. No,1,1,0. No,0,0,0,0. No,0,26170,16000,9059,10550,47023,58752,1. Less than 100%,1,2,1. Less than 100%,1. Less than 100%,2. 100%-200%,1609,402,2010
45,3. Some college or associat's degree,1. Female,5. Hispanic,1,2,0. No,0,1. Yes,1. Yes,0,1,1. Yes,1,,,,,35666,38168,26964,12844,,,2. 100%-200%,2,4,3. 200%-300%,1. Less than 100%,4. 300%+,1342,1342,2684
41,4. Bachelor's degree or more,1. Female,1. White Non-Hispanic,2,4,0. No,0,0. No,0. No,0,0,0. No,0,0,0,0. No,0,162740,180242,151682,168000,183370,213320,4. 300%+,4,4,4. 300%+,4. 300%+,4. 300%+,2663,1332,5328
64,3. Some college or associat's degree,0. Male,5. Hispanic,0,1,1. Yes,0,0. No,0. No,0,0,1. Yes,1,,,,,9676,24000,36982,24000,,,1. Less than 100%,3,4,3. 200%-300%,3. 200%-300%,4. 300%+,1950,1950,1950
18,1. Less than HS,1. Female,1. White Non-Hispanic,2,5,1. Yes,1,0. No,0. No,,,,,,,,,35097,27206,,,,,1. Less than 100%,4,4,1. Less than 100%,4. 300%+,4. 300%+,14931,4977,24885
54,4. Bachelor's degree or more,1. Female,1. White Non-Hispanic,1,4,0. No,0,0. No,0. No,0,0,0. No,0,0,0,0. No,0,169872,251600,108188,188000,280720,319568,4. 300%+,4,4,4. 300%+,4. 300%+,4. 300%+,9586,3195,12780
29,4. Bachelor's degree or more,1. Female,1. White Non-Hispanic,2,4,0. No,0,0. No,0. No,0,0,0. No,0,,,,,44988,42000,48232,46000,,,2. 100%-200%,2,4,2. 100%-200%,2. 100%-200%,4. 300%+,2019,1010,4040
48,2. HS graduate or GED,1. Female,2. Black Non-Hispanic,2,4,0. No,0,0. No,0. No,,,,,,,,,83303,77000,,,,,3. 200%-300%,4,4,4. 300%+,4. 300%+,4. 300%+,4582,2291,9164
57,3. Some college or associat's degree,0. Male,5. Hispanic,0,1,0. No,0,0. No,0. No,0,0,0. No,0,,,,,49652,76000,49557,75000,,,4. 300%+,4,4,4. 300%+,3. 200%-300%,4. 300%+,6384,6384,6384
55,3. Some college or associat's degree,0. Male,2. Black Non-Hispanic,0,1,0. No,0,1. Yes,0. No,,,,,,,,,20001,24702,,,,,2. 100%-200%,4,4,3. 200%-300%,4. 300%+,4. 300%+,1564,1564,1564
57.46565322,3. Some college or associat's degree,1. Female,5. Hispanic,0,1,0. No,0,1. Yes,0. No,,,,,,,,,74574,99943,,,,,4. 300%+,4,4,4. 300%+,4. 300%+,4. 300%+,3185,3185,3185
44,4. Bachelor's degree or more,1. Female,1. White Non-Hispanic,2,4,0. No,0,0. No,1. Yes,0,0,1. Yes,1,0,0,1. Yes,1,64108,90000,76265,113104,202203,308802,2. 100%-200%,3,4,4. 300%+,4. 300%+,4. 300%+,1292,646,2584
23,2. HS graduate or GED,1. Female,5. Hispanic,1,3,1. Yes,1,0. No,0. No,0,0,1. Yes,0,0,0,0. No,0,23746,15494,28522,34453,41988,41063,1. Less than 100%,2,2,1. Less than 100%,2. 100%-200%,2. 100%-200%,2975,1488,4464
37,1. Less than HS,0. Male,1. White Non-Hispanic,2,4,0. No,0,0. No,0. No,,,,,,,,,84559,118000,,,,,3. 200%-300%,4,4,4. 300%+,4. 300%+,4. 300%+,32100,16050,64200
37,3. Some college or associat's degree,0. Male,1. White Non-Hispanic,1,3,0. No,0,0. No,0. No,0,0,0. No,0,0,0,0. No,0,48754,110000,147235,183107,175302,226216,2. 100%-200%,4,4,4. 300%+,4. 300%+,4. 300%+,26472,13236,39708
29,4. Bachelor's degree or more,0. Male,1. White Non-Hispanic,0,1,0. No,0,0. No,0. No,0,0,1. Yes,0,0,0,1. Yes,0,53528,80000,61776,74500,39111,45020,4. 300%+,4,2,4. 300%+,4. 300%+,3. 200%-300%,15501,15501,15501
23,3. Some college or associat's degree,1. Female,2. Black Non-Hispanic,0,2,0. No,0,0. No,0. No,1,1,0. No,0,1,1,0. No,0,63008,55676,0,6612,0,4986,4. 300%+,1,1,4. 300%+,1. Less than 100%,1. Less than 100%,2628,1314,2628
26,4. Bachelor's degree or more,1. Female,5. Hispanic,0,2,0. No,0,0. No,0. No,0,0,0. No,0,0,0,0. No,0,135732,165000,119684,185000,175661,271197,4. 300%+,4,4,4. 300%+,4. 300%+,4. 300%+,4734,2367,4734
65,1. Less than HS,1. Female,2. Black Non-Hispanic,0,1,0. No,1,0. No,1. Yes,0,1,0. No,1,,,,,21052,10254,20281,7200,,,2. 100%-200%,2,4,1. Less than 100%,1. Less than 100%,4. 300%+,8605,8605,8605
46,4. Bachelor's degree or more,0. Male,1. White Non-Hispanic,0,1,0. No,0,0. No,0. No,,,,,0,0,0. No,1,127024,200000,,,161000,165000,4. 300%+,4,4,4. 300%+,4. 300%+,4. 300%+,2209,2209,2209
38,4. Bachelor's degree or more,1. Female,2. Black Non-Hispanic,1,2,0. No,0,0. No,0. No,,,,,,,,,62538,74957,,,,,4. 300%+,4,4,4. 300%+,4. 300%+,4. 300%+,860,860,1720
24,3. Some college or associat's degree,1. Female,5. Hispanic,0,2,0. No,0,1. Yes,0. No,0,0,1. Yes,0,0,0,1. Yes,0,72138,67000,23592,17600,24400,13400,4. 300%+,2,2,4. 300%+,2. 100%-200%,2. 100%-200%,1303,652,1304
24,2. HS graduate or GED,0. Male,2. Black Non-Hispanic,1,4,0. No,0,1. Yes,0. No,,,,,1,0,,0,77718,74500,,,11846,18000,3. 200%-300%,4,1,4. 300%+,4. 300%+,2. 100%-200%,5135,1712,6848
79,3. Some college or associat's degree,1. Female,2. Black Non-Hispanic,0,1,0. No,0,1. Yes,1. Yes,0,1,1. Yes,1,0,0,1. Yes,0,36806,30002,27051,9780,58234,45151,3. 200%-300%,2,3,3. 200%-300%,1. Less than 100%,4. 300%+,3712,3712,3712
45,2. HS graduate or GED,0. Male,2. Black Non-Hispanic,0,1,1. Yes,1,1. Yes,1. Yes,,,,,,,,,12991,6000,,,,,1. Less than 100%,4,4,1. Less than 100%,4. 300%+,4. 300%+,1457,1457,1457
