subject_id,q5a1,q5a2,q5a3_1,q5a3_2,q5a3_3,q5a3_4,q5a3_5,q5a3_6,q5a3_7,q5a3_8,q5a4_1,q5a4_2,q5a4_3,q5a4_4,q5a4_5,q5a4_6,q5a4_7,q5a4_8,q5a4_9,q5a4_10,q5a4_11,q5a5,q5a6,q5a7,q5a7x,q5a8,q5a9,q5a10,q5a11,q5a12,q5a14,q5b1,q5b2,q5b2x,q5b3,q5b3x,q5b4,q5b5,q5b5x,q5b6,q5b6x,q5c1,q5c1a,q5c1x,q5c2,q5c2a,q5c2x,q5c3,q5c3a,q5c3x,q5c4,q5c4a,q5c4x,q5c5,q5c5a,q5c5x,q5c6,q5c6a,q5c6x,q5c7,q5c7a,q5c7x,q5c8,q5c8a,q5c8x,q5c9,q5c9a,q5c9x,q5c10,q5c10a,q5c10x,q5c11,q5c11a,q5c11x,q5c12,q5c12a,q5c12x,q5c13,q5c13a,q5c13x,q5c14,q5c14a,q5c14x,q5c15,q5c15a,q5c15x,q5c16,q5c16a,q5c16x,q5c17,q5c17a,q5c17x,q5c18,q5c18a,q5c18x,q5c19,q5c19a,q5c19x,q5c20,q5c20a,q5c20x,q5c21,q5c21a,q5c21x,q5c22,q5c22a,q5c22x,q5c23,q5c23a,q5c23x,q5c24,q5c24a,q5c24x,q5c25_1,q5c25_1a,q5c25_1x,q5c25_2,q5c25_2a,q5c25_2x,q5c25_3,q5c25_3a,q5c25_3x,q5c25_4,q5c25_4a,q5c25_4x,q5c25_5,q5c25_5a,q5c25_5x
1989,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,3,0,0,0,2,2,,1,,,,3,1,1600,,,1,,150,1,,50,4,,,3,,600,1,,30,2,,15,2,,100,2,,250,2,,160,2,,30,98,9,,98,9,,2,,30,2,,130,4,,,3,,4000,3,,4500,4,,,98,1,,4,,,4,,,2,,100,4,,,2,,600,,,,,,,,,,,,,,,
1990,3,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,1,0,0,0,2,97,,,,,,,,,,,2,,500,2,,25,4,,,3,,500,1,,11,2,,110,4,,,2,,27,2,,140,4,,,3,,50,4,,,2,,110,4,,,,,,,,,4,,,4,,,4,,,4,,,1,,49,1,,25,4,,,4,,,,,,,,,,,,,,,,,
1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,,,2,0,0,0,2,3,,2,,1,2100,,,,,,1,,200,1,,25,4,,,3,,500,2,,40,2,,200,2,,90,2,,160,2,,60,4,,,98,2,,3,,60,98,2,,4,,,4,,,2,,900,4,,,4,,,2,,80,3,,800,4,,,2,,70,2,,40,2,,100,,,,,,,,,,,,,,,
1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,3,0,0,0,0,0,0,0,,,0,0,0,0,1,0,0,1,0,0,0,,0,,,3,0,0,0,3,3,1,,,98,,,,,,,1,,220,1,,80,4,,,1,,30,1,,10,1,,15,4,,,2,,100,2,,100,4,,,1,,15,1,,30,1,,20,4,,,,,,,,,4,,,4,,,1,,20,4,,,4,,,1,,10,4,,,1,,80,1,LOTTERY TICKETS,10,,,,,,,,,,,,
1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,3,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,3,0,0,0,3,3,1,,,1,1500,,,,,,1,,75,98,1,,2,,13,3,,113,98,1,,2,,88,4,,,1,,18,2,,106,4,,,3,,200,2,,60,2,,63,4,,,,,,,,,4,,,4,,,2,,75,3,,450,4,,,2,,25,4,,,2,,100,3,GIFTS,250,,,,,,,,,,,,
1998,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,,1,1,Health insurance dropped subject from the plan,3,0,0,0,2,2,,1,,,,1,,,1,4500,2,,800,2,,200,4,,,2,,150,2,,40,2,,200,2,,350,2,,700,2,,230,2,,60,4,,,4,,,2,,450,4,,,2,,60,3,,30000,4,,,4,,,2,,100,4,,,4,,,2,,150,2,,200,2,,500,,,,,,,,,,,,,,,
1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,3,0,0,0,0,0,1,1,,,0,0,0,0,0,0,0,0,0,0,0,,1,1,n/a,3,0,0,0,3,2,,,,,,,,,,,1,,50,98,1,,98,7,,98,4,,98,2,,2,,20,98,98,,2,,100,98,98,,98,98,,98,4,,98,3,,98,1,,4,,,,,,,,,4,,,4,,,98,5,,3,,500,4,,,2,,20,4,,,2,,200,,,,,,,,,,,,,,,
2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,3,0,0,0,0,0,0,0,,,0,0,0,0,0,0,1,0,0,0,0,,0,,,2,0,0,0,2,2,,,,,,,,,1,1500,2,,1100,4,,,4,,,2,,300,1,,50,2,,50,2,,100,2,,70,4,,,4,,,3,,50,4,,,2,,30,4,,,,,,,,,4,,,4,,,4,,,4,,,4,,,2,,30,4,,,4,,,,,,,,,,,,,,,,,
2006,1,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,1,0,0,0,,,3,0,0,0,3,4,,,,,,,,,1,2000,2,,200,1,,50,4,,,3,,100,3,,300,2,,50,2,,115,2,,50,4,,,4,,,4,,,4,,,2,,20,4,,,,,,,,,4,,,4,,,4,,,4,,,4,,,1,,50,4,,,4,,,,,,,,,,,,,,,,,
2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,,1,1,spouse had a miscarriage,3,0,0,0,2,4,,,,,,,,,1,4000,1,,90,1,,70,1,,10,2,,1000,1,,40,1,,30,2,,200,2,,60,4,,,4,,,4,,,4,,,1,,20,4,,,1,,60,4,,,4,,,4,,,4,,,3,,500,1,,56,4,,,4,,,1,,200,,,,,,,,,,,,,,,
2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,,,3,0,0,0,2,2,,,,,,,,,,,2,,600,2,,200,4,,,3,,700,1,,15,2,,50,2,,250,2,,40,2,,130,4,,,3,,500,3,,400,2,,30,4,,,2,,100,4,,,3,,130,4,,,3,,4500,3,,700,1,,13,2,,100,4,,,4,,,3,GIFTS,1000,,,,,,,,,,,,
2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,3,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,3,0,0,0,3,4,1,,,1,2000,,,,,,1,,100,1,,50,1,,10,3,,400,1,,15,1,,5,2,,133,2,,100,2,,50,4,,,3,,300,3,,200,98,1,,2,,66,,,,,,,4,,,4,,,2,,25,4,,,4,,,98,3,,98,1,,4,,,,,,,,,,,,,,,,,
2013,3,0,1,0,0,0,0,1,,,0,1,1,0,0,0,0,0,0,0,0,,0,,,1,1,1,1,1,1,,9,shelter,,,,,,,,4,,,97,1,,97,1,,97,3,,97,4,,97,7,,4,,,97,2,,4,,,4,,,4,,,97,5,,97,4,,4,,,,,,,,,4,,,4,,,97,4,,97,1,,97,3,,97,4,,4,,,4,,,,,,,,,,,,,,,,,
2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,,,3,0,0,0,3,2,,,,,,,,,,,1,,125,1,,60,1,,20,1,,15,1,,25,1,,25,1,,40,1,,45,1,,30,1,,10,1,,5,4,,,1,,10,4,,,4,,,2,,200,4,,,4,,,2,,100,3,,2000,1,,50,1,,30,1,,15,4,,,,,,,,,,,,,,,,,
2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,3,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,1,1,a friend passed away and that affected me,2,0,0,0,2,2,,,,,,,,,1,1100,1,,40,1,,55,2,,60,3,,1000,1,,25,2,,200,2,,125,2,,230,2,,36,4,,,3,,300,3,,400,2,,100,2,,120,,,,,,,4,,,4,,,3,,600,3,,1000,4,,,2,,170,1,,30,4,,,2,CHILDCARE EXPENSES FOR GRANDCHILDREN,300,,,,,,,,,,,,
2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,3,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,0,,,3,0,1,0,2,3,,,,,,,,,,,97,5,,97,2,,4,,,97,6,,97,4,,97,5,,97,1,,97,3,,97,3,,97,9,,97,7,,4,,,97,4,,4,,,97,2,,97,98,,4,,,4,,,97,97,,97,97,,4,,,97,97,,97,97,,97,97,,,,,,,,,,,,,,,,
2026,3,0,1,0,0,0,0,1,,,1,1,0,0,1,0,1,0,0,0,0,,1,1,Death of mother in-law,3,0,0,0,3,2,,9,Living with family who own their home,,,,,,,,1,,75,2,,100,98,1,,3,,1000,3,,500,3,,500,2,,150,2,,500,2,,100,4,,,3,,400,3,,600,3,,350,3,,800,,,,,,,4,,,2,,2000,2,,125,3,,2000,4,,,1,,30,4,,,2,,250,,,,,,,,,,,,,,,
2027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2028,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,2,0,0,1,1,2,,,,,,,,,,,97,1,,97,1,,4,,,97,5,,97,1,,97,3,,97,3,,97,3,,97,2,,4,,,97,98,,97,98,,97,4,,4,,,4,,,4,,,4,,,4,,,97,8,,97,6,,4,,,97,4,,97,1,,4,,,,,,,,,,,,,,,,,
2029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2030,1,0,0,0,0,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,,1,1,Grand child born for whom I commuted to DC weekly to care for  grandchild after his mother went to work,3,0,0,0,3,1,,,,,,,,,,,97,3,,97,3,,97,3,,98,2,,4,,,98,2,,97,2,,97,2,,97,2,,4,,,4,,,4,,,97,9,,4,,,,,,,,,4,,,4,,,97,3,,97,7,,4,,,97,4,,4,,,97,4,,,,,,,,,,,,,,,,
2031,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,,,2,0,1,97,1,97,,,,,,,,,,,2,,800,2,,500,4,,,2,,500,1,,65,2,,100,2,,625,2,,250,4,,,4,,,3,,1000,4,,,2,,250,4,,,2,,350,4,,,4,,,4,,,3,,500,3,,2000,4,,,2,,200,2,,200,4,,,,,,,,,,,,,,,,,
2032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2034,3,0,97,97,97,97,97,97,,,97,97,97,97,97,97,97,97,97,97,97,,97,,,97,97,97,97,97,97,,,,,,,,,1,1000,1,,150,1,,50,4,,,3,,300,1,,10,1,,100,2,,200,2,,30,2,,202,4,,,3,,300,4,,,2,,120,4,,,,,,,,,4,,,4,,,2,,23,3,,500,4,,,2,,200,4,,,4,,,,,,,,,,,,,,,,,
2035,1,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,1,0,0,0,,1,1,husband had a kidney and liver transplant he was in the hospital for two months but he is doing better now,3,0,0,0,1,4,,,,,,,,,,,2,,400,2,,100,4,,,4,,,2,,100,2,,100,2,,170,4,,,2,,200,4,,,4,,,4,,,2,,60,2,,98,,,,,,,4,,,4,,,2,,40,4,,,2,,140,4,,,4,,,2,,150,2,PUPPY HEALTH CARE,37,,,,,,,,,,,,
2036,3,0,0,0,0,0,0,0,,,0,0,1,0,0,0,0,0,0,0,0,,0,,,3,0,0,0,3,3,1,,,1,1500,,,,,,2,,450,2,,200,2,,15,2,,200,2,,15,2,,25,2,,290,2,,95,4,,,3,,1500,2,,150,4,,,2,,30,4,,,,,,,,,4,,,4,,,2,,75,4,,,4,,,3,,50,4,,,2,,100,2,MONO RAILROAD EQUIPMENT,100,,,,,,,,,,,,
2037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2038,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,,,3,0,1,0,3,3,1,,,1,2000,,,,,,2,,500,2,,100,4,,,2,,200,4,,,2,,100,2,,400,2,,300,2,,150,2,,100,2,,50,4,,,2,,25,4,,,4,,,4,,,4,,,4,,,4,,,4,,,1,,100,2,,125,4,,,2,,50,,,,,,,,,,,,,,,
2039,3,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,,0,,,2,0,0,0,3,3,,,,,,,,,,,2,,300,4,,,4,,,3,,500,2,,80,2,,200,2,,130,2,,85,4,,,4,,,4,,,4,,,2,,150,4,,,4,,,2,,725,4,,,4,,,2,,10,4,,,4,,,1,,25,4,,,4,,,,,,,,,,,,,,,,,
2040,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,0,,,3,1,0,0,2,2,,1,,,,3,1,800,,,2,,700,2,,200,2,,50,2,,300,2,,100,2,,100,2,,200,2,,200,4,,,4,,,4,,,4,,,2,,100,4,,,2,,200,4,,,3,,150,4,,,2,,150,3,,1000,4,,,1,,30,2,,200,4,,,3,PET CARE,600,,,,,,,,,,,,
2041,3,0,0,0,1,1,0,1,,,0,0,97,97,1,0,1,1,1,1,1,0,1,1,aqui en la calle vivo an pasado problemas de vandolismo y an heridos muchachos,2,0,0,0,2,4,,,,,,,,,98,,97,2,,97,9,,4,,,97,97,,97,2,,97,1,,97,3,,97,2,,97,3,,4,,,97,4,,97,98,,97,2,,4,,,,,,,,,4,,,4,,,4,,,4,,,97,1,,97,1,,97,1,,97,99,,,,,,,,,,,,,,,,
2042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2043,3,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,3,0,0,0,3,2,,,,,,,,,,,98,98,,98,98,,98,98,,98,98,,4,,,98,98,,98,98,,98,98,,98,98,,98,98,,4,,,4,,,4,,,4,,,,,,,,,98,98,,98,98,,98,98,,98,98,,98,98,,98,98,,98,99,,4,,,,,,,,,,,,,,,,,
2044,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,2,0,0,0,2,2,,,,,,,,,98,,97,4,,97,2,,4,,,97,4,,97,4,,97,3,,97,3,,97,3,,97,2,,4,,,97,4,,97,5,,97,2,,4,,,4,,,4,,,4,,,4,,,97,3,,4,,,4,,,97,4,,97,1,,4,,,,,,,,,,,,,,,,,
2045,3,0,0,0,0,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,,0,,,3,0,0,0,3,3,1,,,1,2500,,,,,,1,,100,1,,30,1,,10,3,,500,1,,6,2,,30,2,,25,2,,60,2,,80,4,,,4,,,4,,,2,,10,2,,21,,,,,,,3,,200,4,,,4,,,4,,,4,,,1,,20,4,,,4,,,1,ANTIQUING HOBBY,50,,,,,,,,,,,,
2046,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,,0,,,3,0,0,0,3,2,,,,,,,,,,,1,,200,1,,50,4,,,3,,500,1,,40,1,,40,2,,180,2,,400,2,,110,3,,100,3,,100,3,,400,3,,300,4,,,3,,500,2,,610,2,,80,4,,,2,,150,3,,2000,4,,,2,,150,2,,50,2,,150,2,GIFTS,50,2,CAR ISURANCE,200,,,,,,,,,
2047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2050,3,0,0,0,0,0,0,0,,,0,0,0,1,0,0,0,0,0,1,0,0,1,1,Graduated college,2,0,0,0,2,2,,,,,,,,,,,2,,350,1,,50,98,2,,2,,125,2,,14,2,,80,2,,200,2,,160,2,,167,4,,,98,1,,4,,,2,,100,4,,,,,,,,,3,,1200,4,,,2,,8,98,4,,4,,,2,,50,2,,75,1,,40,,,,,,,,,,,,,,,
2051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2055,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,1,1,mother passing ,3,0,0,0,2,4,,1,,,,3,1,1525,,,2,,500,4,,,2,,40,3,,3000,3,,500,3,,600,2,,130,2,,120,2,,108,4,,,3,,300,3,,600,2,,50,4,,,4,,,1,,120,4,,,4,,,3,,1000,4,,,4,,,2,,50,2,,150,4,,,,,,,,,,,,,,,,,
2056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2058,2,1,97,97,97,97,97,97,,,97,97,97,97,97,97,97,97,97,97,97,,97,,,97,97,97,97,97,97,,,,,,,,,,,1,,200,1,,100,4,,,3,,800,1,,40,2,,150,2,,100,2,,200,4,,,4,,,4,,,4,,,2,,75,4,,,4,,,3,,200,4,,,4,,,2,,60,2,,320,4,,,2,,340,98,5,,4,,,2,PETS,50,,,,,,,,,,,,
2059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2060,3,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,1,0,0,0,,0,,,3,0,0,0,3,4,,,,,,,,,,,1,,250,4,,,4,,,2,,300,4,,,2,,50,2,,389,2,,229,2,,169,4,,,2,,250,4,,,2,,49,4,,,,,,,,,4,,,4,,,4,,,4,,,1,,120,4,,,2,,50,4,,,,,,,,,,,,,,,,,
2061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2063,3,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,,1,1,need fulltime position,1,0,0,0,1,3,,,,,,,,,,,98,98,,98,98,,98,98,,98,98,,98,98,,98,98,,98,98,,98,98,,98,98,,98,98,,98,98,,98,98,,98,98,,98,98,,98,98,,98,98,,98,98,,98,98,,98,98,,98,98,,98,98,,98,98,,98,99,,98,99,,,,,,,,,,,,,,,,
2064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2068,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,3,0,0,0,3,3,1,,,1,2500,,,,,,1,,150,1,,50,2,,20,3,,2000,2,,10,2,,50,98,98,,2,,300,2,,180,4,,,4,,,4,,,2,,30,4,,,4,,,3,,25000,4,,,4,,,3,,850,3,,5000,4,,,4,,,4,,,2,,200,2,PET CARE,25,,,,,,,,,,,,
2069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
